Date,Matchid,PlayerID,Team,TeamId,Opposition,Oppositionid,Venue,PositionId,Appearances,TimePlayed,Starts,SubstituteOn,SubstituteOff,Goals,FirstGoal,WinningGoal,ShotsOnTargetincgoals,ShotsOffTargetincwoodwork,BlockedShots,DirectFreekickOnTarget,DirectFreekickOffTarget,BlockedDirectFreekick,GoalsfromInsideBox,ShotsOnfromInsideBox,ShotsOfffromInsideBox,BlockedShotsfromInsideBox,GoalsfromOutsideBox,ShotsOnTargetOutsideBox,ShotsOffTargetOutsideBox,BlockedShotsOutsideBox,HeadedGoals,HeadedShotsOnTarget,HeadedShotsOffTarget,HeadedBlockedShots,LeftFootGoals,LeftFootShotsOnTarget,LeftFootShotsOffTarget,LeftFootBlockedShots,RightFootGoals,RightFootShotsOnTarget,RightFootShotsOffTarget,RightFootBlockedShots,GoalsOpenPlay,GoalsfromCorners,Goalsfrompenalties,AttemptsOpenPlayontarget,AttemptsfromCornersontarget,AttemptsfromDirectFreeKickontarget,AttemptsfromSetPlayontarget,AttemptsfromPenaltiesontarget,AttemptsOpenPlayofftarget,AttemptsfromCornersofftarget,AttemptsfromDirectFreeKickofftarget,AttemptsfromSetPlayofftarget,Goalsasasubstitute,TotalSuccessfulPassesAll,TotalUnsuccessfulPassesAll,Assists,KeyPasses,TotalSuccessfulPassesExclCrossesCorners,TotalUnsuccessfulPassesExclCrossesCorners,SuccessfulPassesOwnHalf,UnsuccessfulPassesOwnHalf,SuccessfulPassesOppositionHalf,UnsuccessfulPassesOppositionHalf,SuccessfulPassesDefensivethird,UnsuccessfulPassesDefensivethird,SuccessfulPassesMiddlethird,UnsuccessfulPassesMiddlethird,SuccessfulPassesFinalthird,UnsuccessfulPassesFinalthird,SuccessfulShortPasses,UnsuccessfulShortPasses,SuccessfulLongPasses,UnsuccessfulLongPasses,SuccessfulFlickOns,UnsuccessfulFlickOns,SuccessfulCrossesCorners
15/03/2019,1003184,197721,Al-Ittifaq,5680,Al-Shabab,6774,Home,4,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,0,0,29,11,17,4,12,7,8,1,14,9,7,1,28,9,1,2,0,2,0
20/10/2018,1003151,197721,Al-Ittifaq,5680,Al-Ahli,6770,Home,4,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,6,0,2,15,6,8,2,7,4,5,0,7,2,3,4,15,6,0,0,0,1,0
13/02/2019,1003260,197721,Al-Ittifaq,5680,Al-Faisaly,6777,Home,4,1,89,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,8,0,0,45,8,21,2,24,6,9,0,30,4,6,4,41,6,4,2,1,1,0
01/11/2018,1003163,197721,Al-Ittifaq,5680,Al-Faisaly,6777,Away,4,1,58,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,21,3,8,1,13,2,1,0,15,3,5,0,21,2,0,1,0,0,0
11/11/2018,1003174,197721,Al-Ittifaq,5680,Al-Nassr,6780,Home,4,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,11,0,2,34,11,14,3,20,8,6,0,19,8,9,3,32,7,2,4,0,0,0
08/02/2019,1003249,197721,Al-Ittifaq,5680,Al-Feiha,10483,Away,4,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,8,0,0,49,8,30,2,19,6,8,0,33,5,8,3,46,6,3,2,0,0,0
24/11/2018,1003272,197721,Al-Ittifaq,5680,Al-Taawon,6778,Home,4,1,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,20,6,12,4,8,2,7,0,13,4,0,2,20,3,0,3,0,0,0
13/12/2018,1003200,197721,Al-Ittifaq,5680,Al-Wahda,6847,Home,4,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41,7,0,0,41,7,13,1,28,6,3,0,28,2,10,5,40,6,1,1,0,1,0
13/09/2018,1003228,197721,Al-Ittifaq,5680,Al-Baten,9623,Home,4,1,77,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,1,37,3,16,0,21,3,10,0,16,1,11,2,33,3,4,0,0,0,0
13/09/2018,1003114,135367,Al-Hazm,6846,Al-Taawon,6778,Home,6,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
03/02/2019,1003242,135367,Al-Hazm,6846,Al-Faisaly,6777,Away,6,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,1,1,0,2,1,0,0,1,0,2,1,3,0,0,1,0,0,0
16/03/2019,1003185,135367,Al-Hazm,6846,Al-Ittihad,1316,Home,6,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,2,1,0,2,2,0,0,1,0,2,2,3,2,0,0,0,0,0
22/11/2018,1003276,135367,Al-Hazm,6846,Al-Feiha,10483,Away,4,1,45,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,5,1,1,1,4,0,0,0,3,1,2,0,5,1,0,0,0,0,1
28/12/2018,1003220,135367,Al-Hazm,6846,Al-Shabab,6774,Home,6,1,45,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,4,0,0,2,3,1,1,1,2,0,0,1,1,1,2,2,3,0,0,0,0,1
13/02/2019,1003262,135367,Al-Hazm,6846,Al-Baten,9623,Home,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,1,0,3,0,0,0,3,0,1,0,4,0,0,0,0,0,0
10/01/2019,1003225,135367,Al-Hazm,6846,Al-Taawon,6778,Away,6,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
01/11/2018,1003161,135367,Al-Hazm,6846,Al-Baten,9623,Away,6,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,4,0,0,0,4,0,0,0,2,0,2,0,4,0,0,0,0,0,0
07/02/2019,1003252,135367,Al-Hazm,6846,Al-Ahli,6770,Home,6,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,1,0,0,3,1,0,0,1,0,2,1,3,0,0,1,0,0,0
27/09/2018,1003132,135367,Al-Hazm,6846,Al-Faisaly,6777,Home,6,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
18/10/2018,1003145,135367,Al-Hazm,6846,Al-Quadisiya,6775,Home,4,1,45,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,7,0,1,3,6,2,4,1,2,0,2,3,2,0,2,3,4,0,2,0,2,0
28/01/2019,1003106,135367,Al-Hazm,6846,Al-Wahda,6847,Away,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
30/08/2018,1003238,135367,Al-Hazm,6846,Al-Wahda,6847,Home,6,1,45,0,1,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,10,3,0,0,10,3,3,0,7,3,2,0,4,0,4,3,10,2,0,1,0,0,0
02/03/2019,1003177,135367,Al-Hazm,6846,Al-Feiha,10483,Home,6,1,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,3,0,0,4,3,0,0,1,0,3,3,3,2,1,1,0,0,0
20/12/2018,1003213,135367,Al-Hazm,6846,Al-Raed,6773,Away,6,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0
08/12/2018,1003197,135367,Al-Hazm,6846,Al-Fateh,6772,Away,6,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
05/10/2018,1003137,135367,Al-Hazm,6846,Al-Nassr,6780,Away,6,1,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,2,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0
26/10/2018,1003155,442526,Al-Shabab,6774,Al-Quadisiya,6775,Home,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,2,0,2,0,0,0,2,0,2,0,4,0,0,0,0,0,0
29/12/2018,1003223,174231,Al-Ittihad,1316,Al-Ittifaq,5680,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,4,0,0,55,4,47,1,8,3,18,0,35,3,2,1,50,1,5,3,0,0,0
14/12/2018,1003204,174231,Al-Ittihad,1316,Al-Baten,9623,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,26,4,18,1,8,3,10,1,13,1,3,2,24,3,2,1,0,0,0
06/12/2018,1003194,174231,Al-Ittihad,1316,Al-Faisaly,6777,Home,2,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,7,0,0,36,7,27,2,9,5,15,1,18,2,3,4,33,3,3,4,0,0,0
15/09/2018,1003119,174231,Al-Ittihad,1316,Al-Quadisiya,6775,Home,2,1,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,0,0,24,8,10,0,14,8,3,0,17,3,4,5,23,7,1,1,0,0,0
02/12/2018,1003294,174231,Al-Ittihad,1316,Al-Hazm,6846,Home,2,1,90,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,8,0,1,54,8,32,3,22,5,11,1,38,6,5,1,53,4,1,4,0,0,0
14/02/2019,1003258,35602,Al-Feiha,10483,Al-Fateh,6772,Home,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,8,6,4,1,0,2,3,0,1,1,0,1,4,0,4,6,0,0,0
23/02/2019,1003269,35602,Al-Feiha,10483,Al-Nassr,6780,Away,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,1,4,8,0,3,2,3,0,0,0,6,2,0,0,0,4,8,0,0,0
02/02/2019,1003240,35602,Al-Feiha,10483,Al-Quadisiya,6775,Away,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,0,0,17,13,10,3,2,7,8,0,4,6,0,3,10,0,7,13,0,0,0
08/02/2019,1003249,35602,Al-Feiha,10483,Al-Ittifaq,5680,Home,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,0,0,15,9,9,0,0,3,9,0,0,1,0,2,11,0,4,9,0,0,0
08/03/2019,1003286,35602,Al-Feiha,10483,Al-Ittihad,1316,Away,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,11,9,4,1,3,4,3,0,4,4,0,0,6,0,5,9,0,0,0
02/03/2019,1003177,35602,Al-Feiha,10483,Al-Hazm,6846,Away,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,0,13,7,3,1,3,3,3,0,1,2,2,2,5,0,8,7,0,0,0
28/02/2019,1003180,430864,Al-Taawon,6778,Al-Ittifaq,5680,Home,4,1,90,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,37,9,0,0,37,9,11,1,26,8,5,0,20,4,12,5,32,8,5,1,0,2,0
28/01/2019,1003234,430864,Al-Taawon,6778,Al-Ahli,6770,Home,4,1,90,1,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,30,11,0,0,30,11,6,2,24,9,3,1,11,2,16,8,26,4,4,7,0,0,0
05/10/2018,1003140,430864,Al-Taawon,6778,Al-Shabab,6774,Home,4,1,90,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,58,20,0,0,58,17,28,1,30,16,9,0,37,3,12,14,55,13,3,4,0,0,0
14/02/2019,1003257,430864,Al-Taawon,6778,Ohod,9624,Home,4,1,90,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,35,7,0,2,35,7,19,0,16,7,8,0,16,3,11,4,28,4,7,3,0,0,0
02/11/2018,1003164,430864,Al-Taawon,6778,Ohod,9624,Away,4,1,65,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,14,0,0,42,14,12,1,30,13,5,0,22,2,15,12,38,5,4,9,0,0,0
14/12/2018,1003205,430864,Al-Taawon,6778,Al-Feiha,10483,Home,4,1,90,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,0,2,29,5,11,1,18,4,3,1,18,1,8,3,27,5,2,0,0,0,1
21/12/2018,1003209,430864,Al-Taawon,6778,Al-Quadisiya,6775,Away,4,1,90,1,0,0,0,0,0,2,4,2,0,0,0,0,2,4,0,0,0,0,2,0,1,2,0,0,0,0,0,0,1,2,2,0,0,0,1,1,0,0,0,1,3,0,0,0,36,19,0,1,36,16,10,3,26,13,3,0,14,5,19,11,34,14,2,2,0,0,0
25/12/2018,1003171,430864,Al-Taawon,6778,Al-Raed,6773,Away,4,1,90,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,21,14,0,0,21,14,6,3,15,11,3,0,10,6,8,8,20,9,1,5,0,0,0
01/12/2018,1003291,430864,Al-Taawon,6778,Al-Fateh,6772,Away,4,1,90,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,33,8,0,0,33,8,13,1,20,7,4,0,20,3,9,5,29,5,4,3,0,0,0
24/09/2018,1003129,430864,Al-Taawon,6778,Al-Nassr,6780,Away,4,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,14,0,0,19,12,8,3,11,9,3,3,11,4,5,5,18,8,1,4,0,0,0
20/09/2018,1003122,430864,Al-Taawon,6778,Al-Ittihad,1316,Home,4,1,90,1,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,16,11,0,0,16,11,3,4,13,7,2,0,8,5,6,6,15,8,1,3,0,0,0
19/10/2018,1003148,430864,Al-Taawon,6778,Al-Faisaly,6777,Away,4,1,19,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,3,0,0,23,3,11,0,12,3,4,0,13,1,6,2,20,2,3,1,0,0,0
22/02/2019,1003267,430864,Al-Taawon,6778,Al-Baten,9623,Home,4,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45,10,1,0,45,9,12,1,33,8,5,0,25,3,15,6,40,8,5,1,0,0,0
07/12/2018,1003198,430864,Al-Taawon,6778,Al-Wahda,6847,Away,4,1,90,1,0,0,0,0,0,2,0,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,39,9,0,1,39,9,15,2,24,7,4,0,20,4,15,5,38,8,1,1,2,0,0
13/09/2018,1003114,430864,Al-Taawon,6778,Al-Hazm,6846,Away,4,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,8,0,0,42,8,16,2,26,6,6,1,21,5,15,2,37,6,5,2,0,0,0
14/03/2019,1003186,430864,Al-Taawon,6778,Al-Fateh,6772,Home,4,1,90,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,44,16,0,1,44,16,13,2,31,14,1,1,27,5,16,10,38,9,6,7,0,0,0
26/10/2018,1003156,430864,Al-Taawon,6778,Al-Baten,9623,Away,4,1,90,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,53,10,1,1,52,10,28,1,24,9,7,0,35,6,10,4,45,6,7,4,1,0,1
02/02/2019,1003244,430864,Al-Taawon,6778,Al-Nassr,6780,Home,4,1,90,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14,5,1,0,14,5,6,2,8,3,2,1,9,2,3,2,12,4,2,1,0,2,0
30/12/2018,1003218,430864,Al-Taawon,6778,Al-Hilal,1317,Home,4,1,89,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,8,0,1,28,8,15,1,13,7,6,1,19,1,3,6,28,4,0,4,0,1,1
07/03/2019,1003285,430864,Al-Taawon,6778,Al-Raed,6773,Home,4,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,9,0,0,39,8,12,0,27,8,3,0,18,3,18,5,30,4,9,4,0,0,1
24/11/2018,1003272,430864,Al-Taawon,6778,Al-Ittifaq,5680,Away,4,1,79,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,21,17,0,1,21,17,9,2,12,15,3,1,11,3,7,13,18,15,3,2,0,0,0
14/12/2018,1003204,246850,Al-Ittihad,1316,Al-Baten,9623,Away,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0
29/12/2018,1003223,246850,Al-Ittihad,1316,Al-Ittifaq,5680,Away,4,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,6,3,5,0,1,3,3,0,3,0,0,3,6,1,0,2,0,0,0
09/03/2019,1003283,246850,Al-Fateh,6772,Al-Baten,9623,Home,2,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65,30,0,1,64,20,23,3,41,17,8,0,40,6,16,14,58,11,6,9,0,0,1
13/02/2019,1003262,422292,Al-Baten,9623,Al-Hazm,6846,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,0,0,24,13,9,3,15,10,5,1,12,6,7,6,22,10,2,3,0,0,0
08/11/2018,1003168,422292,Al-Baten,9623,Al-Fateh,6772,Home,2,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,1,0,2,0,1,0,1,0,1,0,2,0,1,0,0,0,1
01/12/2018,1003290,422292,Al-Baten,9623,Al-Raed,6773,Home,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,0,0,24,6,13,1,11,5,4,0,16,3,4,3,23,4,1,2,0,0,1
22/11/2018,1003178,422292,Al-Baten,9623,Al-Wahda,6847,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8,0,0,29,5,19,2,10,3,12,0,14,3,3,2,28,4,1,1,0,0,0
01/11/2018,1003162,119668,Al-Wahda,6847,Al-Shabab,6774,Home,4,1,84,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58,8,0,1,58,8,17,2,41,6,3,0,46,3,9,5,53,5,5,3,1,0,0
02/12/2018,1003191,119668,Al-Wahda,6847,Al-Nassr,6780,Away,4,1,90,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,39,4,0,0,39,4,15,3,24,1,5,2,22,1,12,1,36,4,3,0,0,0,0
22/11/2018,1003178,119668,Al-Wahda,6847,Al-Baten,9623,Home,4,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0,2,43,4,26,1,17,3,9,0,29,3,5,1,36,1,7,3,0,0,1
02/03/2019,1003275,119668,Al-Wahda,6847,Al-Baten,9623,Away,4,1,13,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,6,1,5,0,1,1,3,0,2,1,1,0,5,1,1,0,0,0,0
07/12/2018,1003198,119668,Al-Wahda,6847,Al-Taawon,6778,Home,4,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34,12,0,0,34,12,24,3,10,9,9,0,24,7,1,5,33,8,1,4,0,0,0
