Date,Matchid,PlayerID,PlayerSurname,PlayerForename,Team,TeamId,PassBackward,PassLeft,PassRight,UnsuccessfulBallTouch,SuccessfulBallTouch,TakeOnsOverrun,CompId,SeasId,Touchesopenplayfinalthird,Touchesopenplayoppbox,Touchesopenplayoppsixyards,DeflectedGoals,DeflectedShots,GoalfrompassfromFK,GoalsfromdivingHeaders,GoalsVolleys,FastBreakGoals,FastBreakAttempts,BigChanceCreated,BigChancesScored,BigChancesOnTarget,BigChancesOffTarget,BigChancesBlocked,BigChancesFluffed,IntentionalAssist,IntentionalChancesCreated,SecondAssists,AttackingGroundDuelsWon,AttackingGroundDuelsLost,DefensiveGroundDuelsWon,DefensiveGroundDuelsLost,AttackingAerialDuelsWon,AttackingAerialDuelsLost,DefensiveAerialDuelsWon,DefensiveAerialDuelsLost,CrossesBlocked,StraightRedcard,RedCard2Yellows,TimesTackled,GoalkeeperSmother,SavesDiving,SavesFingertip,SavesParriedSafe,SavesParriedDanger,SavesStanding,SavesReaching,SavesStooping,SavesHands,SavesFeet,SavesBody,GKPickup,SavesCaught,SavesCollected,KeeperSweeperSuccessful,KeeperSweeperUnsuccessful,TotalShotsConceded,TotalBlockedShotsConceded,Xsuccessfulpassesforwards,Xsuccessfulpassesbackwards,Xsuccessfulpassesleft,Xsuccessfulpassesright,PassesReceived,LeftFootShots,ShootingAccuracyLeftFoot,RightFootShots,ShootingAccuracyRightFoot,GKLongDistribution,GKLongAccuracy,GKShortDistribution,GKShortAccuracy,SubPosition
27/01/2019 0:00,100323700,21761300,Bedoui,Rami,Al-Feiha,1048300,100.0,600,300.0,0,100,0,20200,201800,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,200,100,0,300,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,10000,10000,10000,1500,0,0,0,0,0,0,0,0,0
11/01/2019 0:00,100322900,21761300,Bedoui,Rami,Al-Feiha,1048300,100.0,800,500.0,0,200,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,200,0,100,0,0,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,10000,8750,10000,2400,0,0,0,0,0,0,0,0,0
09/03/2019 0:00,100328200,7217500,Belaid,Aimen,Ohod,962400,100.0,400,1100.0,100,300,0,20200,201800,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,100,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3462,10000,10000,9091,2700,0,0,0,0,0,0,0,0,0
07/03/2019 0:00,100328500,21967200,Belkaroui,Hichem,Al-Raed,677300,100.0,0,200.0,100,200,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,10000,0,10000,600,0,0,0,0,0,0,0,0,0
01/12/2018 0:00,100329000,21967200,Belkaroui,Hichem,Al-Raed,677300,400.0,400,1000.0,0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7222,10000,7500,10000,2600,0,0,0,0,0,0,0,0,0
11/01/2019 0:00,100322700,21967200,Belkaroui,Hichem,Al-Raed,677300,0.0,200,500.0,0,100,0,20200,201800,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,200,0,200,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5714,0,10000,8000,900,0,0,0,0,0,0,0,0,0
20/12/2018 0:00,100321300,21967200,Belkaroui,Hichem,Al-Raed,677300,0.0,200,800.0,0,0,0,20200,201800,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,10000,8750,1700,0,0,0,0,0,0,0,0,0
23/11/2018 0:00,100318100,21967200,Belkaroui,Hichem,Al-Raed,677300,100.0,900,1900.0,0,0,0,20200,201800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,200,100,0,200,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7059,10000,8889,8421,3300,0,0,0,0,0,0,0,0,0
19/10/2018 0:00,100314900,21967200,Belkaroui,Hichem,Al-Raed,677300,0.0,800,2200.0,0,100,0,20200,201800,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,100,0,400,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,10000,10000,4700,0,0,0,0,0,0,0,0,0
15/02/2019 0:00,100325900,21967200,Belkaroui,Hichem,Al-Raed,677300,100.0,200,300.0,0,100,0,20200,201800,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,300,100,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7273,10000,5000,6667,1200,0,0,0,0,0,0,0,0,0
08/12/2018 0:00,100319600,21967200,Belkaroui,Hichem,Al-Raed,677300,200.0,100,1200.0,0,0,0,20200,201800,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,100,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,10000,10000,10000,2000,0,0,0,0,0,0,0,0,0
29/01/2019 0:00,100323200,21967200,Belkaroui,Hichem,Al-Raed,677300,200.0,500,2700.0,0,0,0,20200,201800,300,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,100,0,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7273,10000,10000,8519,3200,0,0,0,0,0,0,0,0,0
04/02/2019 0:00,100324100,21967200,Belkaroui,Hichem,Al-Raed,677300,0.0,0,700.0,100,100,0,20200,201800,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,100,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5833,0,0,10000,1000,0,0,0,0,0,0,0,0,0
04/10/2018 0:00,100313800,21967200,Belkaroui,Hichem,Al-Raed,677300,300.0,100,1700.0,0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,10000,10000,10000,3100,0,0,0,0,0,0,0,0,0
23/02/2019 0:00,100315400,21967200,Belkaroui,Hichem,Al-Raed,677300,100.0,400,1400.0,100,0,0,20200,201800,500,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,200,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7619,10000,7500,10000,2600,0,0,0,0,0,0,0,0,0
24/10/2018 0:00,100326500,21967200,Belkaroui,Hichem,Al-Raed,677300,200.0,900,2800.0,0,100,0,20200,201800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,300,0,0,0,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5909,10000,10000,9643,4800,0,0,0,0,0,0,0,0,0
01/11/2018 0:00,100316600,21967200,Belkaroui,Hichem,Al-Raed,677300,0.0,200,600.0,0,200,0,20200,201800,100,0,100,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,100,0,100,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,10000,10000,1500,0,0,0,0,0,0,0,0,0
30/08/2018 0:00,100310400,21967200,Belkaroui,Hichem,Al-Raed,677300,0.0,0,1500.0,0,100,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6429,0,0,9333,2200,0,0,0,0,0,0,0,0,0
30/12/2018 0:00,100322100,21967200,Belkaroui,Hichem,Al-Raed,677300,200.0,600,2300.0,0,0,0,20200,201800,400,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,200,0,500,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7083,10000,10000,10000,4100,0,0,0,0,0,0,0,0,0
14/12/2018 0:00,100320300,21967200,Belkaroui,Hichem,Al-Raed,677300,100.0,0,600.0,0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,100,300,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7143,10000,0,10000,1600,0,0,0,0,0,0,0,0,0
27/01/2019 0:00,100323300,24538400,Belkhiter,Mokhtar,Al-Quadisiya,677500,500.0,900,0.0,100,100,100,20200,201800,1400,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,200,0,0,0,0,0,300,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6667,8000,8889,0,3000,0,0,0,0,0,0,0,0,0
08/03/2019 0:00,100328000,24538400,Belkhiter,Mokhtar,Al-Quadisiya,677500,600.0,1500,300.0,0,100,100,20200,201800,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,300,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4545,10000,10000,3333,4400,0,0,0,0,0,0,0,0,0
22/02/2019 0:00,100326800,24538400,Belkhiter,Mokhtar,Al-Quadisiya,677500,700.0,1300,0.0,0,100,0,20200,201800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,300,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5909,8571,8462,0,3000,0,0,0,0,0,0,0,0,0
01/03/2019 0:00,100327400,24538400,Belkhiter,Mokhtar,Al-Quadisiya,677500,1700.0,2300,200.0,0,200,0,20200,201800,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,300,200,100,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6071,10000,8696,10000,6200,0,0,0,0,0,0,0,0,0
02/02/2019 0:00,100324000,24538400,Belkhiter,Mokhtar,Al-Quadisiya,677500,1300.0,2700,0.0,100,100,0,20200,201800,3300,400,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,100,300,100,400,200,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6786,10000,8519,0,6900,0,0,100,10000,0,0,0,0,0
06/02/2019 0:00,100325400,24538400,Belkhiter,Mokhtar,Al-Quadisiya,677500,1200.0,1400,100.0,100,100,0,20200,201800,1700,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,100,0,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6923,10000,9286,10000,4200,0,0,100,0,0,0,0,0,0
12/02/2019 0:00,100326100,24538400,Belkhiter,Mokhtar,Al-Quadisiya,677500,500.0,900,100.0,100,100,100,20200,201800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,300,500,100,400,0,0,100,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,10000,5556,10000,3800,0,0,0,0,0,0,0,0,0
22/02/2019 0:00,100326800,18027800,Ben Mustapha,Farouk,Al-Shabab,677400,0.0,200,0.0,0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,200,0,100,100,0,0,0,100,100,0,400,0,0,0,0,600,300,5000,0,10000,0,100,0,0,0,0,400,7500,200,10000,0
20/09/2018 0:00,100312100,18027800,Ben Mustapha,Farouk,Al-Shabab,677400,0.0,0,200.0,0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,200,0,300,100,0,500,0,0,900,0,300,200,100,1000,200,5000,0,0,10000,100,0,0,0,0,600,6667,1100,10000,0
07/03/2019 0:00,100328100,18027800,Ben Mustapha,Farouk,Al-Shabab,677400,0.0,100,0.0,0,100,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,0,0,900,0,0,0,0,1300,600,2500,0,10000,0,400,0,0,0,0,1000,4000,500,10000,0
23/11/2018 0:00,100318200,18027800,Ben Mustapha,Farouk,Al-Shabab,677400,0.0,200,100.0,0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,400,0,0,300,0,0,300,100,200,100,0,1400,400,2857,0,10000,10000,500,0,0,0,0,800,5000,500,10000,0
28/12/2018 0:00,100322000,18027800,Ben Mustapha,Farouk,Al-Shabab,677400,0.0,200,0.0,0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,200,0,100,0,0,0,0,200,0,0,600,0,100,0,0,1100,100,4444,0,5000,0,300,0,0,0,0,800,5000,600,10000,0
15/12/2018 0:00,100320700,18027800,Ben Mustapha,Farouk,Al-Shabab,677400,0.0,100,200.0,0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,300,0,200,0,0,100,0,300,0,0,800,100,100,0,0,900,300,3636,0,10000,10000,700,0,0,0,0,500,6000,500,10000,0
05/10/2018 0:00,100314000,18027800,Ben Mustapha,Farouk,Al-Shabab,677400,0.0,200,0.0,0,100,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,0,100,200,0,0,1000,0,0,0,0,800,200,2667,0,5000,0,900,0,0,0,0,800,2500,400,10000,0
06/12/2018 0:00,100319500,18027800,Ben Mustapha,Farouk,Al-Shabab,677400,0.0,100,100.0,0,100,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,100,100,0,0,100,300,0,0,1400,0,100,0,0,400,200,6667,0,10000,10000,300,0,0,0,0,700,5714,800,10000,0
26/10/2018 0:00,100315500,18027800,Ben Mustapha,Farouk,Al-Shabab,677400,0.0,100,0.0,0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,100,100,0,200,0,0,900,0,0,0,0,600,100,5000,0,10000,0,200,0,0,0,0,200,5000,1100,9091,0
14/09/2018 0:00,100311600,18027800,Ben Mustapha,Farouk,Al-Shabab,677400,0.0,200,100.0,0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,200,0,0,500,100,100,0,0,700,100,4286,0,5000,10000,600,0,0,0,0,700,5714,400,10000,0
15/02/2019 0:00,100325600,18027800,Ben Mustapha,Farouk,Al-Shabab,677400,0.0,0,400.0,0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,100,0,200,0,100,0,0,200,0,0,500,0,0,0,0,800,100,1429,0,0,10000,300,0,0,0,0,1300,3846,200,10000,0
09/02/2019 0:00,100324800,18027800,Ben Mustapha,Farouk,Al-Shabab,677400,0.0,100,100.0,0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,200,0,0,200,100,100,100,400,100,0,1200,0,300,0,0,1300,0,5625,0,10000,10000,700,0,0,0,0,1000,4000,500,10000,0
28/02/2019 0:00,100327800,18027800,Ben Mustapha,Farouk,Al-Shabab,677400,0.0,0,0.0,100,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,100,0,0,0,200,400,100,0,800,0,400,0,0,900,100,5294,0,0,0,1000,0,0,0,0,800,5000,200,10000,0
15/03/2019 0:00,100318400,18027800,Ben Mustapha,Farouk,Al-Shabab,677400,0.0,300,300.0,0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,200,0,0,500,0,100,0,0,700,400,5556,0,10000,10000,900,0,0,0,0,400,7500,200,10000,0
31/08/2018 0:00,100310900,18027800,Ben Mustapha,Farouk,Al-Shabab,677400,0.0,100,0.0,0,200,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,400,0,100,200,100,100,0,500,0,0,1400,0,300,0,0,900,400,2857,0,10000,0,200,0,0,0,0,100,10000,400,10000,0
29/11/2018 0:00,100328800,18027800,Ben Mustapha,Farouk,Al-Shabab,677400,0.0,200,500.0,0,100,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,100,100,200,0,0,300,0,0,400,0,100,100,0,900,100,8000,0,10000,10000,1000,0,0,0,0,500,10000,400,10000,0
08/11/2018 0:00,100316900,18027800,Ben Mustapha,Farouk,Al-Shabab,677400,0.0,200,100.0,0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,100,0,100,0,100,100,0,300,0,0,900,0,200,0,0,800,100,7500,0,10000,10000,200,0,0,0,0,600,5000,700,10000,0
01/11/2018 0:00,100316200,18027800,Ben Mustapha,Farouk,Al-Shabab,677400,0.0,200,200.0,0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,400,0,100,0,0,400,400,2500,0,10000,10000,400,0,0,0,0,400,5000,600,10000,0
28/09/2018 0:00,100313400,18027800,Ben Mustapha,Farouk,Al-Shabab,677400,0.0,100,100.0,0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,400,0,0,400,0,0,300,300,0,0,0,900,0,1667,0,10000,10000,200,0,0,0,0,400,7500,400,10000,0
20/10/2018 0:00,100314400,18027800,Ben Mustapha,Farouk,Al-Shabab,677400,0.0,100,100.0,0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,400,0,0,300,100,0,0,400,100,0,1200,100,100,0,0,1100,100,2143,0,10000,10000,200,0,0,0,0,500,4000,700,10000,0
29/01/2019 0:00,100323900,18027800,Ben Mustapha,Farouk,Al-Shabab,677400,0.0,0,0.0,0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,100,0,0,500,0,0,0,100,700,300,2000,0,0,0,500,0,0,0,0,800,5000,500,10000,0
04/02/2019 0:00,100324100,18027800,Ben Mustapha,Farouk,Al-Shabab,677400,0.0,300,100.0,0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,700,400,4286,0,10000,10000,600,0,0,0,0,700,5714,500,10000,0
11/01/2019 0:00,100322900,18027800,Ben Mustapha,Farouk,Al-Shabab,677400,0.0,100,0.0,0,100,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,500,200,2727,0,10000,0,600,0,0,0,0,500,6000,600,10000,0
21/12/2018 0:00,100321100,18027800,Ben Mustapha,Farouk,Al-Shabab,677400,0.0,300,100.0,0,0,0,20200,201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,300,100,0,100,400,0,0,900,0,100,0,0,500,300,3636,0,10000,10000,1300,0,0,0,0,300,6667,600,10000,0
08/02/2019 0:00,100324900,14401500,Ben Youssef,Fakhreddine,Al-Ittifaq,568000,800.0,0,1100.0,100,200,100,20200,201800,1900,700,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,100,0,0,200,100,100,100,100,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8333,7500,0,7273,2900,0,0,0,0,0,0,0,0,0
13/02/2019 0:00,100326000,14401500,Ben Youssef,Fakhreddine,Al-Ittifaq,568000,600.0,100,800.0,300,0,0,20200,201800,1800,300,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,100,0,100,100,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,10000,10000,7500,2700,0,0,100,10000,0,0,0,0,0
06/12/2018 0:00,100319200,14401500,Ben Youssef,Fakhreddine,Al-Ittifaq,568000,800.0,800,100.0,0,0,0,20200,201800,1600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,8750,1250,10000,1700,0,0,0,0,0,0,0,0,600
25/10/2018 0:00,100315200,14401500,Ben Youssef,Fakhreddine,Al-Ittifaq,568000,600.0,400,1000.0,100,0,0,20200,201800,2600,600,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,100,400,0,0,100,100,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,8333,7500,7000,2800,100,0,300,3333,0,0,0,0,0
29/12/2018 0:00,100322300,14401500,Ben Youssef,Fakhreddine,Al-Ittifaq,568000,500.0,200,400.0,400,0,0,20200,201800,800,200,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,200,300,200,0,200,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4286,8000,10000,10000,1800,0,0,100,0,0,0,0,0,0
30/08/2018 0:00,100310400,14401500,Ben Youssef,Fakhreddine,Al-Ittifaq,568000,600.0,500,300.0,0,100,100,20200,201800,2000,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6667,10000,10000,2200,100,10000,0,0,0,0,0,0,0
21/09/2018 0:00,100312300,14401500,Ben Youssef,Fakhreddine,Al-Ittifaq,568000,700.0,900,700.0,300,0,100,20200,201800,2000,800,0,0,0,0,0,0,0,0,100,0,100,100,0,0,0,100,0,200,300,0,300,100,100,0,200,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,8571,6667,7143,2600,100,0,200,5000,0,0,0,0,0
03/02/2019 0:00,100324500,14401500,Ben Youssef,Fakhreddine,Al-Ittifaq,568000,300.0,100,100.0,0,100,0,20200,201800,900,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,10000,800,0,0,0,0,0,0,0,0,600
13/09/2018 0:00,100322800,14401500,Ben Youssef,Fakhreddine,Al-Ittifaq,568000,800.0,1100,100.0,300,0,0,20200,201800,1200,300,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,100,0,0,100,100,0,300,200,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,10000,7273,10000,2300,100,10000,200,5000,0,0,0,0,0
01/11/2018 0:00,100316300,14401500,Ben Youssef,Fakhreddine,Al-Ittifaq,568000,700.0,100,1300.0,200,100,0,20200,201800,1600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,300,200,0,100,200,100,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3333,10000,10000,9231,2700,0,0,100,0,0,0,0,0,0
11/01/2019 0:00,100311300,14401500,Ben Youssef,Fakhreddine,Al-Ittifaq,568000,700.0,400,600.0,100,100,0,20200,201800,1200,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,400,100,0,200,0,200,200,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,7143,7500,8333,2600,0,0,100,0,0,0,0,0,0
27/09/2018 0:00,100313100,14401500,Ben Youssef,Fakhreddine,Al-Ittifaq,568000,100.0,100,100.0,0,0,100,20200,201800,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3333,10000,10000,0,500,0,0,0,0,0,0,0,0,0
20/10/2018 0:00,100315100,14401500,Ben Youssef,Fakhreddine,Al-Ittifaq,568000,300.0,100,300.0,100,0,0,20200,201800,900,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,100,200,200,100,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1667,10000,0,6667,1900,100,10000,100,0,0,0,0,0,0
11/11/2018 0:00,100317400,14401500,Ben Youssef,Fakhreddine,Al-Ittifaq,568000,100.0,500,0.0,0,100,0,20200,201800,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,8000,0,800,0,0,0,0,0,0,0,0,900
13/12/2018 0:00,100320000,14401500,Ben Youssef,Fakhreddine,Al-Ittifaq,568000,1400.0,700,700.0,200,100,0,20200,201800,2500,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,400,200,200,400,200,0,100,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5882,10000,10000,5714,4300,0,0,100,0,0,0,0,0,0
