"Player ID","Team","Position","Appearances","Starts","Substitute On","Substitute Off","Goals","Shots On Target ( inc goals )","Shots Off Target (inc woodwork)","Total Shots Attempted","Goals to Shots Ratio","Shooting Accuracy","Blocked Shots","Hit Woodwork","Penalties Taken","Penalty Goals","Penalties Saved","Penalties Off Target","Penalties Not Scored","Penalty Success Rate","Attempts from Direct Free-kick","Direct Free-kick Goals","Direct Free-kick On Target","Direct Free-kick Off Target","Goals to Direct Free-kick ratio","Direct Free-kick Accuracy","Blocked Direct Free-kick","Goals from Inside Box","Shots On from Inside Box","Shots Off from Inside Box","Shots from Inside Box","Goals to Shots ratio Inside Box","Shooting Accuracy Inside Box","% shots from Inside Box","% goals from Inside Box","Blocked Shots from Inside Box","Goals from Outside Box","Shots On Target Outside Box","Shots Off Target Outside Box","Shots from Outside Box","Goals to Shots ratio Outside Box","Shooting Accuracy Outside Box","% shots from Outside Box","% goals from Outside Box","Blocked Shots Outside Box","Headed Goals","Headed Shots On Target","Headed Shots Off Target","Headed Shots","Goals / Shots Ratio Headed","Shooting Accuracy Headed","Headed Blocked Shots","Left Foot Goals","Left Foot Shots On Target","Left Foot Shots Off Target","Left Foot Shots","Goals to Shots ratio Left Foot","Shooting Accuracy Left Foot","Left Foot Blocked Shots","Right Foot Goals","Right Foot Shots On Target","Right Foot Shots Off Target","Right Foot Shots","Goals to Shots ratio Right Foot","Shooting Accuracy Right Foot","Right Foot Blocked Shots","Other Goals","Other Shots On Target","Other Shots Off Target","Other Shots","Goals to Shots ratio Other","Shooting Accuracy Other","Other Blocked Shots","Shots Cleared off Line","Shots Cleared off Line Inside Area","Shots Cleared off Line Outside Area","Mishit Shots On Target","Mishit Shots On Target Inside Area","Mishit Shots On Target Outside Area","Shots On (Saved)","Own Goals Conceded","GK when Team forced Own Goal","Goals Open Play","Goals from Corners","Goals from Throws","Goals from Direct Free Kick","Goals from Set Play","Goals from penalties","Goals from Set Pieces %","Attempts Open Play","Attempts from Corners","Attempts from Throws","Attempts from Direct Free Kick","Attempts from Set Play","Attempts from Penalties","Attempts from Set Pieces %","Deflected Goals","Deflected Shots","Goals from diving Headers","Goals - Volleys","Goals as a substitute","Full Name","Goal from pass from FK","Fast Break Goals","Fast Break Attempts","Big Chances Scored","Big Chances On Target","Big Chances Off Target","Big Chances Blocked","Big Chances Fluffed","Big Chance Conversion %","Shots Blocked by Own Player","Second Assists","Preferred Foot","Shots From 20m"
162870.00,"Al-Faisaly","Forward",8.00,7.00,1.00,2.00,4.00,10.00,6.00,16.00,0.25,0.62,3.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,7.00,6.00,13.00,0.23,0.53,0.81,0.75,3.00,1.00,3.00,0.00,3.00,0.33,1.00,0.18,0.25,0.00,0.00,0.00,2.00,2.00,0.00,0.00,1.00,0.00,1.00,1.00,2.00,0.00,0.50,1.00,4.00,9.00,3.00,12.00,0.33,0.75,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,0.25,13.00,1.00,0.00,0.00,1.00,1.00,0.18,0.00,0.00,0.00,0.00,1.00,"Denilson",0.00,0.00,0.00,3.00,5.00,2.00,0.00,0.00,0.42,0.00,0.00,"Right",5.00
224684.00,"Al-Feiha","Midfielder",18.00,13.00,5.00,6.00,1.00,3.00,10.00,13.00,0.07,0.23,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,1.00,2.00,0.00,0.33,1.00,1.00,1.00,2.00,3.00,0.33,0.33,0.23,1.00,0.00,0.00,2.00,8.00,10.00,0.00,0.20,0.76,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,3.00,0.33,0.33,1.00,0.00,2.00,8.00,10.00,0.00,0.20,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,3.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,1.00,"Dhaifallah Al-Qarni",0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,"0",12.00
84372.00,"Al-Hazm","Midfielder",5.00,3.00,2.00,2.00,1.00,3.00,0.00,3.00,0.33,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,2.00,0.50,1.00,0.66,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,2.00,0.00,2.00,0.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Diogo Salomão",0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,"Left",2.00
104481.00,"Al-Ahli","Forward",15.00,12.00,3.00,5.00,13.00,21.00,15.00,36.00,0.36,0.58,4.00,1.00,2.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,20.00,11.00,31.00,0.38,0.64,0.86,0.92,3.00,1.00,1.00,4.00,5.00,0.20,0.20,0.13,0.07,1.00,0.00,1.00,4.00,5.00,0.00,0.20,0.00,2.00,5.00,1.00,6.00,0.33,0.83,1.00,11.00,15.00,10.00,25.00,0.44,0.60,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,10.00,1.00,0.00,0.00,0.00,2.00,0.23,30.00,3.00,0.00,0.00,1.00,2.00,0.16,1.00,1.00,0.00,0.00,1.00,"Djaniny",0.00,0.00,4.00,9.00,9.00,2.00,0.00,0.00,0.81,0.00,0.00,"Both",12.00
149783.00,"Al-Raed","Goalkeeper",24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Azzedine Doukha",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Right",0.00
131957.00,"Al-Quadisiya","Goalkeeper",23.00,23.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Jack Duncan",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0",0.00
155313.00,"Al-Ahli","Defender",19.00,18.00,1.00,0.00,0.00,2.00,11.00,13.00,0.00,0.15,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,8.00,10.00,0.00,0.20,0.76,0.00,0.00,0.00,0.00,3.00,3.00,0.00,0.00,0.23,0.00,3.00,0.00,2.00,6.00,8.00,0.00,0.25,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,5.00,0.00,0.00,4.00,0.00,0.69,0.00,0.00,0.00,0.00,0.00,"Paulo Díaz",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Right",7.00
240847.00,"Ohod","Forward",8.00,1.00,7.00,1.00,0.00,1.00,2.00,3.00,0.00,0.33,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,0.50,0.66,0.00,2.00,0.00,0.00,1.00,1.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,0.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Haron Eissa",0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,"0",1.00
39242.00,"Al-Ittihad","Midfielder",20.00,20.00,0.00,6.00,0.00,6.00,14.00,20.00,0.00,0.30,8.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,3.00,0.00,0.66,0.15,0.00,1.00,0.00,4.00,13.00,17.00,0.00,0.23,0.85,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,6.00,13.00,19.00,0.00,0.31,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,1.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,"Karim El Ahmadi",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,"Right",25.00
46345.00,"Al-Raed","Midfielder",17.00,9.00,8.00,5.00,1.00,6.00,8.00,14.00,0.07,0.42,11.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,5.00,6.00,11.00,0.09,0.45,0.78,1.00,6.00,0.00,1.00,2.00,3.00,0.00,0.33,0.21,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,5.00,6.00,0.16,0.16,4.00,0.00,5.00,3.00,8.00,0.00,0.62,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,1.00,1.00,1.00,1.00,0.28,0.00,0.00,0.00,1.00,0.00,"Yassine El Ghanassy",0.00,0.00,0.00,1.00,2.00,2.00,0.00,0.00,0.25,0.00,0.00,"Left",12.00
112248.00,"Ohod","Forward",11.00,8.00,3.00,4.00,0.00,3.00,3.00,6.00,0.00,0.50,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,3.00,0.00,0.33,0.50,0.00,3.00,0.00,2.00,1.00,3.00,0.00,0.66,0.50,0.00,1.00,0.00,1.00,1.00,2.00,0.00,0.50,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,2.00,3.00,0.00,0.33,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Eslam Seraj",0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,"Right",4.00
166418.00,"Al-Shabab","Defender",10.00,9.00,1.00,1.00,0.00,2.00,5.00,7.00,0.00,0.28,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,4.00,0.00,0.50,0.57,0.00,0.00,0.00,0.00,3.00,3.00,0.00,0.00,0.42,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4.00,6.00,0.00,0.33,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,2.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,"Euller",0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,"Left",5.00
182180.00,"Al-Hazm","Defender",23.00,23.00,0.00,0.00,4.00,10.00,5.00,15.00,0.26,0.66,1.00,0.00,3.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,7.00,5.00,12.00,0.33,0.58,0.80,1.00,0.00,0.00,3.00,0.00,3.00,0.00,1.00,0.20,0.00,1.00,1.00,4.00,4.00,8.00,0.12,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,6.00,1.00,7.00,0.42,0.85,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,1.00,4.00,3.00,0.00,0.00,5.00,3.00,0.73,0.00,0.00,0.00,0.00,0.00,"Fagner Alemão",0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,"Right",5.00
116296.00,"Al-Faisaly","Midfielder",22.00,21.00,1.00,9.00,3.00,10.00,8.00,18.00,0.16,0.55,6.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,9.00,3.00,6.00,3.00,0.33,0.66,2.00,0.00,1.00,2.00,3.00,0.00,0.33,0.16,0.00,3.00,3.00,9.00,6.00,15.00,0.20,0.60,0.83,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,10.00,8.00,18.00,0.16,0.55,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00,7.00,0.00,0.00,9.00,1.00,1.00,0.61,0.00,0.00,0.00,0.00,0.00,"Fahad Al Ansari",0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,"0",18.00
111768.00,"Al-Ittihad","Forward",18.00,17.00,1.00,2.00,9.00,29.00,19.00,48.00,0.18,0.60,11.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,23.00,13.00,36.00,0.25,0.63,0.75,1.00,8.00,0.00,6.00,6.00,12.00,0.00,0.50,0.25,0.00,3.00,0.00,5.00,4.00,9.00,0.00,0.55,0.00,1.00,3.00,2.00,5.00,0.20,0.60,0.00,8.00,21.00,13.00,34.00,0.23,0.61,10.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,2.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,1.00,0.11,46.00,1.00,0.00,0.00,0.00,1.00,0.04,0.00,1.00,0.00,0.00,0.00,"Fahad Al Muwallad",0.00,1.00,1.00,3.00,4.00,3.00,1.00,0.00,0.37,0.00,0.00,"Right",20.00
423633.00,"Al-Hilal","Forward",1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Fahad Al Rashidi",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0",0.00
423633.00,"Ohod","Forward",3.00,0.00,3.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Fahad Al Rashidi",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0",2.00
109765.00,"Al-Baten","Midfielder",17.00,11.00,6.00,9.00,3.00,9.00,10.00,19.00,0.15,0.47,4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,6.00,3.00,9.00,0.33,0.66,0.47,1.00,0.00,0.00,3.00,7.00,10.00,0.00,0.30,0.52,0.00,4.00,0.00,1.00,1.00,2.00,0.00,0.50,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,3.00,8.00,8.00,16.00,0.18,0.50,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,4.00,0.00,0.21,0.00,0.00,0.00,0.00,1.00,"Fahad Aljuhani",0.00,0.00,1.00,2.00,3.00,1.00,0.00,0.00,0.50,0.00,0.00,"0",15.00
432973.00,"Al-Nassr","Midfielder",10.00,3.00,7.00,3.00,1.00,3.00,4.00,7.00,0.14,0.42,5.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,3.00,1.00,4.00,0.25,0.75,0.57,1.00,1.00,0.00,0.00,3.00,3.00,0.00,0.00,0.42,0.00,4.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,3.00,0.00,1.00,4.00,5.00,0.00,0.20,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,2.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,1.00,"Fahad Bin Jumayah",0.00,0.00,1.00,1.00,2.00,0.00,0.00,0.00,0.50,0.00,0.00,"0",6.00
223624.00,"Al-Shabab","Defender",7.00,6.00,1.00,3.00,0.00,0.00,1.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Fahad Ghazi",0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"0",2.00
109956.00,"Ohod","Midfielder",4.00,1.00,3.00,0.00,0.00,1.00,3.00,4.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,4.00,0.00,0.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,2.00,3.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,"Fahad Hamad",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0",4.00
197483.00,"Al-Quadisiya","Goalkeeper",2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Faisal Almsarhe",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0",0.00
109917.00,"Al-Wahda","Midfielder",14.00,11.00,3.00,2.00,0.00,1.00,3.00,4.00,0.00,0.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.50,0.00,1.00,0.00,1.00,1.00,2.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,4.00,0.00,0.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Faisal Darwish",0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,"0",2.00
194390.00,"Al-Hazm","Midfielder",14.00,14.00,0.00,5.00,1.00,1.00,2.00,3.00,0.33,0.33,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.33,1.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.66,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,3.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.33,0.00,0.00,0.00,1.00,0.00,"Faris Alayaf",0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,"0",3.00
154308.00,"Al-Ittifaq","Forward",8.00,1.00,7.00,1.00,0.00,1.00,2.00,3.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.33,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,"Farley",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Right",3.00
169018.00,"Al-Quadisiya","Midfielder",5.00,5.00,0.00,2.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Mohammed Fatau",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Right",2.00
