"Player ID","Team","Position","Total Passes ( All )","Total Successful Passes ( All )","Total Unsuccessful Passes ( All )","Passing Accuracy ( All )","Assists","Key Passes","Total Passes ( Excl Crosses & Corners )","Total Successful Passes ( Excl Crosses & Corners )","Total Unsuccessful Passes ( Excl Crosses & Corners )","Passing Accuracy ( Excl Crosses & Corners )","Passes Attempted Own Half","Successful Passes Own Half","Unsuccessful Passes Own Half","Accuracy Own Half","Passes Attempted Opposition Half","Successful Passes Opposition Half","Unsuccessful Passes Opposition Half","Passing Accuracy Opposition Half","% Passes Own Half","% Passes Opposition Half","Passes Attempted Defensive third","Successful Passes Defensive third","Unsuccessful Passes Defensive third","Passing Accuracy Defensive third","Passes Attempted Middle third","Successful Passes Middle third","Unsuccessful Passes Middle third","Passing Accuracy Middle third","Passes Attempted Final third","Successful Passes Final third","Unsuccessful Passes Final third","Passing Accuracy Final third","% Passes in Defensive third","% Passes in Middle third","% Passes in Attacking third","Short Passes Attempted","Successful Short Passes","Unsuccessful Short Passes","Short Pass Accuracy","Long Passes Attempted","Successful Long Passes","Unsuccessful Long Passes","Long Pass Accuracy","% Passes Short","% Passes Long","Total Flick-Ons","Successful Flick-Ons","Unsuccessful Flick-Ons","Flick-on Success Rate","Crosses & Corners Attempted","Successful Crosses & Corners","Unsuccessful Crosses & Corners","Crosses & Corners Accuracy","Crosses Attempted","Successful Crosses","Unsuccessful Crosses","Cross Completion Rate","Corners Taken (incl short corners)","Corners Conceded","Corners into Box","Successful Corners into Box","Unsuccessful Corners into Box","Corners into Box Accuracy","Short Corners","Throw Ins taken","Throw Ins to Own Player","Throw Ins to Opposition Player","Throw In Success Rate","Short Throw Ins","Long Throw Ins","Throw Ins Conceded","Dribbles Attempted","Successful Dribbles","Unsuccessful Dribbles","Dribble Success Rate","Dribbles and Runs Attempted","Successful Dribbles & Runs","Unsuccessful Dribbles & Runs","Dribble & Run Success Rate","Runs Attempted","Total Crosses & Corners (Left)","Successful Crosses & Corners (Left)","Unsuccessful Crosses & Corners (Left)","Crosses & Corners accuracy (Left)","Total Crosses (Left)","Successful Crosses (Left)","Unsuccessful Crosses (Left)","Crosses accuracy (Left)","Total Corners (Left)","Successful Corners (Left)","Unsuccessful Corners (Left)","Corners accuracy (Left)","Total Crosses & Corners (Right)","Successful Crosses & Corners (Right)","Unsuccessful Crosses & Corners (Right)","Crosses & Corners accuracy (Right)","Total Crosses (Right)","Successful Crosses (Right)","Unsuccessful Crosses (Right)","Crosses accuracy (Right)","Total Corners (Right)","Successful Corners (Right)","Unsuccessful Corners (Right)","Corners accuracy (Right)","Long Passes Attempted (Own Half)","Long Passes Attempted (Opp Half)","Long Passes Successful (Own Half)","Long Passes Successful (Opp Half)","Short Passes Attempted (Own Half)","Short Passes Attempted (Opp Half)","Short Passes Successful (Own Half)","Short Passes Successful (Opp Half)","Full Name","Intentional Assist","Long Balls","Successful Long Balls","Unsuccessful Long Balls","Long Ball Accuracy %","Successful Lay-Offs","Unsuccessful Lay-Offs","Through Ball","Crosses & Corners in the Air","Successful Crosses & Corners in the air","Unsuccessful Crosses & Corners in the air","Crossing accuracy","Crosses in the Air","Successful crosses in the air","Unsuccessful crosses in the air","Field134","Open Play Crosses","Successful open play crosses","Unsuccessful open play crosses","Open Play Cross %","Touches","Goal Assist (Corner)","Goal Assist (Free Kick)","Goal Assist (Throw In)","Goal Assist (Goal Kick)","Goal Assist (Set Piece)","Key Corner","Key Free Kick","Key Throw In","Key Goal Kick","Key Set Pieces","Chances Created","Chances created open play","Touches own half","Touches opposition half","Assists as Sub","Passes Received","Deep Crosses","Attacking Crosses","Touches in Opp Box","Big Chance Assist","Big Chance Created","Big Chance Converted %","Assist Dead Ball","Assist at Set Piece","Intentional Assists","Intentional Chances Created","Intentional Chances Created Open Play","Passes into Opp","Passes Switching Flank","Dribbles Own Half","Dribbles Opp Half","Pass Forward Own","Pass Backward Own","Pass Diagonal Own","Pass Forward Opp","Pass Backward Opp","Pass Diagonal Opp","Open Play Passes","Open Play Passes Success","Open Play Pass Accuracy","Fantasy Assist Pass Lost","Fantasy Assist Blocked Shot","Fantasy Assist Attempt Saved","Fantasy Assist Post","Fantasy Assist Free Kick Won","Fantasy Assist Handball Won","Fantasy Assist Own Goal","Fantasy Assist Penalty Won","DFL Assists","Possession Lost","Touches in Own Box"
109804.00,"Al-Shabab","Defender",701.00,541.00,160.00,0.77,2.00,5.00,697.00,540.00,157.00,0.77,392.00,342.00,50.00,0.87,305.00,198.00,107.00,0.65,0.56,0.43,164.00,151.00,13.00,0.92,415.00,335.00,80.00,0.80,118.00,54.00,64.00,0.45,0.23,0.59,0.16,527.00,455.00,72.00,0.86,170.00,85.00,85.00,0.50,0.75,0.24,1.00,1.00,0.00,1.00,4.00,1.00,3.00,0.25,4.00,1.00,3.00,0.25,0.00,18.00,0.00,0.00,0.00,0.00,0.00,23.00,18.00,5.00,0.78,15.00,8.00,,7.00,4.00,3.00,0.57,7.00,4.00,3.00,0.57,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,3.00,0.25,4.00,1.00,3.00,0.25,0.00,0.00,0.00,0.00,61.00,109.00,44.00,41.00,331.00,196.00,298.00,157.00,"Mohammed Salem",1.00,59.00,12.00,47.00,0.20,0.00,0.00,0.00,4.00,1.00,3.00,0.25,4.00,1.00,3.00,0.25,4.00,1.00,3.00,0.25,957.00,1.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,7.00,5.00,754.00,203.00,0.00,464.00,3.00,1.00,17.00,1.00,1.00,1.00,0.00,2.00,1.00,4.00,3.00,111.00,17.00,3.00,4.00,138.00,18.00,236.00,199.00,4.00,100.00,660.00,512.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,184.00,91.00
444710.00,"Al-Raed","Midfielder",28.00,24.00,4.00,0.85,0.00,0.00,27.00,23.00,4.00,0.85,3.00,3.00,0.00,1.00,24.00,20.00,4.00,0.83,0.11,0.88,0.00,0.00,0.00,0.00,10.00,10.00,0.00,1.00,17.00,13.00,4.00,0.76,0.00,0.37,0.62,26.00,22.00,4.00,0.84,1.00,1.00,0.00,1.00,0.96,0.03,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,3.00,2.00,1.00,0.66,3.00,2.00,1.00,0.66,,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,3.00,23.00,3.00,19.00,"Mohanad Alshudukhi",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,31.00,0.00,19.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,2.00,2.00,1.00,0.00,7.00,3.00,14.00,26.00,22.00,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00
122485.00,"Ohod","Midfielder",440.00,316.00,124.00,0.71,3.00,20.00,385.00,301.00,84.00,0.78,121.00,105.00,16.00,0.86,264.00,196.00,68.00,0.74,0.31,0.68,36.00,32.00,4.00,0.88,194.00,163.00,31.00,0.84,155.00,106.00,49.00,0.68,0.09,0.50,0.40,335.00,269.00,66.00,0.80,50.00,32.00,18.00,0.64,0.87,0.12,5.00,2.00,3.00,0.40,55.00,15.00,40.00,0.27,29.00,4.00,25.00,0.13,30.00,1.00,26.00,11.00,15.00,0.42,4.00,2.00,2.00,0.00,1.00,2.00,0.00,,18.00,14.00,4.00,0.77,18.00,14.00,4.00,0.77,,19.00,4.00,15.00,0.21,9.00,0.00,9.00,0.00,10.00,4.00,6.00,0.40,33.00,9.00,24.00,0.27,20.00,4.00,16.00,0.20,13.00,5.00,8.00,0.38,1.00,49.00,1.00,31.00,120.00,215.00,104.00,165.00,"Mohmad Atiah",3.00,4.00,2.00,2.00,0.50,2.00,1.00,1.00,49.00,12.00,37.00,0.24,26.00,3.00,23.00,0.11,20.00,2.00,18.00,0.10,609.00,0.00,1.00,0.00,0.00,1.00,9.00,2.00,0.00,0.00,11.00,23.00,11.00,216.00,393.00,1.00,361.00,14.00,15.00,12.00,1.00,4.00,0.25,1.00,1.00,3.00,17.00,6.00,38.00,4.00,4.00,14.00,16.00,39.00,66.00,129.00,24.00,111.00,362.00,282.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,182.00,4.00
109965.00,"Al-Quadisiya","Forward",22.00,13.00,9.00,0.59,0.00,0.00,22.00,13.00,9.00,0.59,3.00,2.00,1.00,0.66,19.00,11.00,8.00,0.57,0.13,0.86,0.00,0.00,0.00,0.00,6.00,4.00,2.00,0.66,16.00,9.00,7.00,0.56,0.00,0.27,0.72,20.00,13.00,7.00,0.65,2.00,0.00,2.00,0.00,0.90,0.09,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,3.00,17.00,2.00,11.00,"Mokhtar Falatah",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,32.00,0.00,30.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,1.00,5.00,13.00,20.00,11.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00
176090.00,"Al-Feiha","Goalkeeper",51.00,24.00,27.00,0.47,0.00,0.00,45.00,19.00,26.00,0.42,20.00,12.00,6.00,0.66,25.00,5.00,20.00,0.18,0.17,0.55,6.00,6.00,0.00,1.00,30.00,13.00,17.00,0.43,9.00,0.00,9.00,0.00,0.13,0.66,0.20,5.00,5.00,0.00,1.00,40.00,14.00,26.00,0.35,0.11,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,25.00,9.00,5.00,5.00,0.00,5.00,0.00,"Moslem Al-Freej",0.00,32.00,11.00,21.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.00,2.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,4.00,0.00,2.00,15.00,0.00,0.00,9.00,5.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,55.00
191738.00,"Al-Ahli","Defender",51.00,51.00,0.00,1.00,0.00,0.00,51.00,51.00,0.00,1.00,25.00,25.00,0.00,1.00,26.00,26.00,0.00,1.00,0.49,0.50,6.00,6.00,0.00,1.00,38.00,38.00,0.00,1.00,7.00,7.00,0.00,1.00,0.11,0.74,0.13,47.00,47.00,0.00,1.00,4.00,4.00,0.00,1.00,0.92,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,1.00,3.00,24.00,23.00,24.00,23.00,"Motaz Hawsawi",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,14.00,0.00,44.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,6.00,0.00,19.00,14.00,0.00,12.00,50.00,50.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
112246.00,"Al-Ahli","Forward",72.00,45.00,27.00,0.62,0.00,2.00,70.00,44.00,26.00,0.62,10.00,10.00,0.00,1.00,60.00,34.00,26.00,0.56,0.14,0.85,2.00,2.00,0.00,1.00,31.00,28.00,3.00,0.90,37.00,14.00,23.00,0.37,0.02,0.44,0.52,64.00,42.00,22.00,0.65,6.00,2.00,4.00,0.33,0.91,0.08,6.00,4.00,2.00,0.66,2.00,1.00,1.00,0.50,2.00,1.00,1.00,0.50,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,6.00,2.00,4.00,0.33,6.00,2.00,4.00,0.33,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.50,2.00,1.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,6.00,0.00,2.00,10.00,54.00,10.00,32.00,"Muhannad Aseri",0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,1.00,1.00,0.50,2.00,1.00,1.00,0.50,1.00,0.00,1.00,0.00,134.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,23.00,111.00,0.00,72.00,2.00,0.00,22.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,3.00,1.00,2.00,4.00,1.00,1.00,8.00,19.00,15.00,26.00,67.00,41.00,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.00,6.00
431036.00,"Al-Feiha","Midfielder",120.00,97.00,23.00,0.80,0.00,1.00,119.00,97.00,22.00,0.81,55.00,50.00,5.00,0.90,64.00,47.00,17.00,0.73,0.46,0.53,19.00,17.00,2.00,0.89,77.00,66.00,11.00,0.85,23.00,14.00,9.00,0.60,0.15,0.64,0.19,106.00,90.00,16.00,0.84,13.00,7.00,6.00,0.53,0.89,0.10,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,,7.00,5.00,2.00,0.71,7.00,5.00,2.00,0.71,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,11.00,2.00,5.00,53.00,53.00,48.00,42.00,"Muhannad Fallatah",0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,163.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,116.00,47.00,0.00,83.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,3.00,2.00,5.00,17.00,8.00,30.00,34.00,1.00,29.00,116.00,94.00,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,11.00
244979.00,"Al-Hazm","Forward",37.00,29.00,8.00,0.78,0.00,3.00,37.00,29.00,8.00,0.78,8.00,6.00,2.00,0.75,29.00,23.00,6.00,0.79,0.21,0.78,2.00,2.00,0.00,1.00,13.00,11.00,2.00,0.84,22.00,16.00,6.00,0.72,0.05,0.35,0.59,36.00,28.00,8.00,0.77,1.00,1.00,0.00,1.00,0.97,0.02,2.00,1.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,7.00,29.00,5.00,23.00,"Mujahid Al Mania",0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,12.00,54.00,0.00,34.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,5.00,2.00,8.00,9.00,12.00,35.00,27.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,6.00
103403.00,"Al-Hazm","Midfielder",1053.00,805.00,248.00,0.76,2.00,25.00,1039.00,803.00,236.00,0.77,420.00,363.00,57.00,0.86,619.00,440.00,179.00,0.70,0.40,0.59,139.00,125.00,14.00,0.89,590.00,472.00,118.00,0.80,310.00,206.00,104.00,0.66,0.13,0.56,0.29,852.00,684.00,168.00,0.80,187.00,119.00,68.00,0.63,0.82,0.17,9.00,2.00,7.00,0.22,14.00,2.00,12.00,0.14,12.00,2.00,10.00,0.16,2.00,7.00,2.00,0.00,2.00,0.00,0.00,3.00,3.00,0.00,1.00,2.00,1.00,,6.00,2.00,4.00,0.33,6.00,2.00,4.00,0.33,,3.00,0.00,3.00,0.00,1.00,0.00,1.00,0.00,2.00,0.00,2.00,0.00,11.00,2.00,9.00,0.18,11.00,2.00,9.00,0.18,0.00,0.00,0.00,0.00,41.00,146.00,33.00,86.00,379.00,473.00,330.00,354.00,"Muralha",1.00,27.00,7.00,20.00,0.25,3.00,1.00,1.00,13.00,2.00,11.00,0.15,11.00,2.00,9.00,0.18,9.00,2.00,7.00,0.22,1392.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,27.00,26.00,784.00,608.00,0.00,695.00,10.00,2.00,16.00,1.00,3.00,0.33,0.00,0.00,1.00,8.00,8.00,109.00,21.00,3.00,3.00,83.00,66.00,270.00,302.00,25.00,292.00,985.00,755.00,0.76,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,284.00,47.00
90714.00,"Al-Nassr","Midfielder",589.00,423.00,166.00,0.71,5.00,23.00,552.00,412.00,140.00,0.74,110.00,94.00,16.00,0.85,442.00,318.00,124.00,0.71,0.19,0.80,41.00,37.00,4.00,0.90,194.00,170.00,24.00,0.87,317.00,205.00,112.00,0.64,0.07,0.35,0.57,523.00,398.00,125.00,0.76,29.00,14.00,15.00,0.48,0.94,0.05,3.00,1.00,2.00,0.33,37.00,11.00,26.00,0.29,37.00,11.00,26.00,0.29,5.00,0.00,0.00,0.00,0.00,0.00,5.00,20.00,17.00,3.00,0.85,13.00,7.00,,59.00,24.00,35.00,0.40,59.00,24.00,35.00,0.40,,29.00,10.00,19.00,0.34,29.00,10.00,19.00,0.34,0.00,0.00,0.00,0.00,8.00,1.00,7.00,0.12,8.00,1.00,7.00,0.12,0.00,0.00,0.00,0.00,2.00,27.00,1.00,13.00,108.00,415.00,93.00,305.00,"Ahmed Musa",4.00,3.00,0.00,3.00,0.00,11.00,0.00,1.00,35.00,11.00,24.00,0.31,35.00,11.00,24.00,0.31,37.00,11.00,26.00,0.29,856.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,2.00,28.00,26.00,155.00,701.00,0.00,581.00,9.00,28.00,94.00,4.00,8.00,0.50,0.00,0.00,4.00,17.00,16.00,17.00,4.00,0.00,59.00,12.00,43.00,55.00,122.00,59.00,261.00,543.00,404.00,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,271.00,2.00
37419.00,"Al-Faisaly","Goalkeeper",619.00,437.00,182.00,0.70,0.00,0.00,501.00,322.00,179.00,0.64,319.00,177.00,49.00,0.78,182.00,52.00,130.00,0.18,0.50,0.36,232.00,222.00,10.00,0.95,219.00,82.00,137.00,0.37,50.00,18.00,32.00,0.36,0.46,0.43,0.09,217.00,215.00,2.00,0.99,284.00,107.00,177.00,0.37,0.43,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103.00,181.00,56.00,51.00,216.00,1.00,214.00,1.00,"Mustafa Malaika",0.00,210.00,82.00,128.00,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,757.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,755.00,2.00,0.00,184.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,177.00,0.00,0.00,0.00,67.00,0.00,94.00,119.00,0.00,2.00,201.00,135.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,183.00,695.00
230777.00,"Al-Taawon","Defender",351.00,274.00,77.00,0.78,0.00,1.00,351.00,274.00,77.00,0.78,199.00,175.00,24.00,0.87,152.00,99.00,53.00,0.65,0.56,0.43,92.00,88.00,4.00,0.95,208.00,166.00,42.00,0.79,51.00,20.00,31.00,0.39,0.26,0.59,0.14,280.00,247.00,33.00,0.88,71.00,27.00,44.00,0.38,0.79,0.20,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,,2.00,2.00,0.00,1.00,2.00,2.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,57.00,8.00,19.00,185.00,95.00,167.00,80.00,"Muteb Al Mufarrij",0.00,26.00,3.00,23.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,436.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,382.00,54.00,0.00,216.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00,2.00,2.00,0.00,66.00,20.00,113.00,102.00,0.00,50.00,338.00,268.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00,34.00
222204.00,"Al-Raed","Defender",202.00,135.00,67.00,0.66,0.00,2.00,184.00,130.00,54.00,0.70,81.00,62.00,19.00,0.76,103.00,68.00,35.00,0.66,0.44,0.55,37.00,25.00,12.00,0.67,91.00,72.00,19.00,0.79,56.00,33.00,23.00,0.58,0.20,0.49,0.30,159.00,124.00,35.00,0.77,25.00,6.00,19.00,0.24,0.86,0.13,0.00,0.00,0.00,0.00,18.00,5.00,13.00,0.27,18.00,5.00,13.00,0.27,1.00,8.00,0.00,0.00,0.00,0.00,1.00,57.00,40.00,17.00,0.70,43.00,14.00,,11.00,8.00,3.00,0.72,11.00,8.00,3.00,0.72,,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,17.00,5.00,12.00,0.29,17.00,5.00,12.00,0.29,0.00,0.00,0.00,0.00,5.00,20.00,1.00,5.00,76.00,83.00,61.00,63.00,"Muteb Al-Mutlaq",0.00,12.00,4.00,8.00,0.33,0.00,0.00,0.00,18.00,5.00,13.00,0.27,18.00,5.00,13.00,0.27,18.00,5.00,13.00,0.27,349.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,200.00,149.00,0.00,157.00,7.00,11.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,30.00,0.00,5.00,6.00,37.00,9.00,35.00,59.00,7.00,37.00,179.00,126.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,16.00
422412.00,"Al-Baten","Midfielder",19.00,11.00,8.00,0.57,0.00,0.00,19.00,11.00,8.00,0.57,4.00,3.00,1.00,0.75,15.00,8.00,7.00,0.53,0.21,0.78,2.00,1.00,1.00,0.50,8.00,5.00,3.00,0.62,9.00,5.00,4.00,0.55,0.10,0.42,0.47,18.00,11.00,7.00,0.61,1.00,0.00,1.00,0.00,0.94,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,4.00,14.00,3.00,8.00,"Muteb Hamad",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,23.00,0.00,16.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,2.00,6.00,2.00,7.00,18.00,10.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00
